student_id,name,feedback
S079,Jayesh Majumdar,"📘 Feedback Report for Jayesh Majumdar (S079):

In *C101 - Python Basics*, your performance needs attention (latest score 49). We recommend practicing more on topics: syntax,loops. You improved by +15 marks (+15.0%) over 3 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 100). Great job! You improved by +4 marks (+4.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 74), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 67), but there is room to improve. You improved by +16 marks (+16.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 45). We recommend practicing more on topics: tcp,ip,routing. You improved by -5 marks (-5.0%) over 2 attempts."
S080,Tara Seshadri,"📘 Feedback Report for Tara Seshadri (S080):

In *C101 - Python Basics*, you have consistently performed well (latest score 87). Great job! You improved by -5 marks (-5.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 88). Great job! You improved by +1 marks (+1.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by -9 marks (-9.0%) over 2 attempts."
S081,Jayant Sengupta,"📘 Feedback Report for Jayant Sengupta (S081):

In *C101 - Python Basics*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 71), but there is room to improve. You improved by +1 marks (+1.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 88). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 31). We recommend practicing more on topics: sql,normalization. You improved by -19 marks (-19.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 26). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S082,Ivana Gaba,"📘 Feedback Report for Ivana Gaba (S082):

In *C101 - Python Basics*, you are doing reasonably well (latest score 71), but there is room to improve. You improved by +16 marks (+16.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +2 marks (+2.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by +2 marks (+2.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 23). We recommend practicing more on topics: sql,normalization. You improved by -26 marks (-26.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +18 marks (+18.0%) over 2 attempts."
S083,Trisha Deshmukh,"📘 Feedback Report for Trisha Deshmukh (S083):

In *C101 - Python Basics*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 47). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 91). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 80). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 25). We recommend practicing more on topics: tcp,ip,routing. You improved by -24 marks (-24.0%) over 3 attempts."
S084,Ritvik Comar,"📘 Feedback Report for Ritvik Comar (S084):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 85). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 30). We recommend practicing more on topics: sql,normalization. You improved by +5 marks (+5.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S085,Eshani Dhaliwal,"📘 Feedback Report for Eshani Dhaliwal (S085):

In *C101 - Python Basics*, you have consistently performed well (latest score 93). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 36). We recommend practicing more on topics: numpy,pandas. You improved by -16 marks (-16.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 34). We recommend practicing more on topics: regression,classification. You improved by -5 marks (-5.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 94). Great job! You improved by +0 marks (+0.0%) over 1 attempts."
S086,Armaan Walia,"📘 Feedback Report for Armaan Walia (S086):

In *C101 - Python Basics*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by +8 marks (+8.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by -7 marks (-7.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 89). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 45). We recommend practicing more on topics: sql,normalization. You improved by +19 marks (+19.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 65), but there is room to improve. You improved by +5 marks (+5.0%) over 2 attempts."
S087,Samiha Soni,"📘 Feedback Report for Samiha Soni (S087):

In *C101 - Python Basics*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +27 marks (+27.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts."
S088,Vanya Khurana,"📘 Feedback Report for Vanya Khurana (S088):

In *C101 - Python Basics*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by +8 marks (+8.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 89). Great job! You improved by -8 marks (-8.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 27). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 43). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S089,Advik Malhotra,"📘 Feedback Report for Advik Malhotra (S089):

In *C101 - Python Basics*, you have consistently performed well (latest score 81). Great job! You improved by -2 marks (-2.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 48). We recommend practicing more on topics: numpy,pandas. You improved by -5 marks (-5.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +4 marks (+4.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 95). Great job! You improved by -5 marks (-5.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S090,Taran Bhatnagar,"📘 Feedback Report for Taran Bhatnagar (S090):

In *C101 - Python Basics*, you are doing reasonably well (latest score 50), but there is room to improve. You improved by +1 marks (+1.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 94). Great job! You improved by +10 marks (+10.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 31). We recommend practicing more on topics: sql,normalization. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 67), but there is room to improve. You improved by -5 marks (-5.0%) over 3 attempts."
S091,Tiya Doctor,"📘 Feedback Report for Tiya Doctor (S091):

In *C101 - Python Basics*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 93). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 22). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +10 marks (+10.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 32). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S092,Hridaan Toor,"📘 Feedback Report for Hridaan Toor (S092):

In *C101 - Python Basics*, you are doing reasonably well (latest score 78), but there is room to improve. You improved by +9 marks (+9.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 47). We recommend practicing more on topics: numpy,pandas. You improved by -12 marks (-12.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by +13 marks (+13.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 22). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +0 marks (+0.0%) over 3 attempts."
S093,Ehsaan Sarin,"📘 Feedback Report for Ehsaan Sarin (S093):

In *C101 - Python Basics*, you have consistently performed well (latest score 94). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by +2 marks (+2.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 83). Great job! You improved by -9 marks (-9.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 67), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 80). Great job! You improved by -15 marks (-15.0%) over 2 attempts."
S094,Adira Bali,"📘 Feedback Report for Adira Bali (S094):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +20 marks (+20.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 39). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 37). We recommend practicing more on topics: regression,classification. You improved by -31 marks (-31.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 85). Great job! You improved by -4 marks (-4.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 37). We recommend practicing more on topics: tcp,ip,routing. You improved by +2 marks (+2.0%) over 3 attempts."
S095,Anahita Sharaf,"📘 Feedback Report for Anahita Sharaf (S095):

In *C101 - Python Basics*, you have consistently performed well (latest score 82). Great job! You improved by +1 marks (+1.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 31). We recommend practicing more on topics: numpy,pandas. You improved by +1 marks (+1.0%) over 2 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 93). Great job! You improved by +2 marks (+2.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 75), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 57), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S096,Dhruv Jani,"📘 Feedback Report for Dhruv Jani (S096):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by -5 marks (-5.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 25). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by -16 marks (-16.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 65), but there is room to improve. You improved by +13 marks (+13.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 37). We recommend practicing more on topics: tcp,ip,routing. You improved by -9 marks (-9.0%) over 2 attempts."
S097,Chirag Sethi,"📘 Feedback Report for Chirag Sethi (S097):

In *C101 - Python Basics*, you have consistently performed well (latest score 82). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 39). We recommend practicing more on topics: numpy,pandas. You improved by -10 marks (-10.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 64), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 42). We recommend practicing more on topics: sql,normalization. You improved by -13 marks (-13.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 66), but there is room to improve. You improved by +9 marks (+9.0%) over 2 attempts."
S098,Saira Rajagopalan,"📘 Feedback Report for Saira Rajagopalan (S098):

In *C101 - Python Basics*, you have consistently performed well (latest score 88). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +5 marks (+5.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 29). We recommend practicing more on topics: sql,normalization. You improved by -14 marks (-14.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 37). We recommend practicing more on topics: tcp,ip,routing. You improved by -4 marks (-4.0%) over 2 attempts."
S099,Emir Issac,"📘 Feedback Report for Emir Issac (S099):

In *C101 - Python Basics*, your performance needs attention (latest score 30). We recommend practicing more on topics: syntax,loops. You improved by -8 marks (-8.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 53), but there is room to improve. You improved by -13 marks (-13.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 22). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 37). We recommend practicing more on topics: sql,normalization. You improved by +13 marks (+13.0%) over 3 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 82). Great job! You improved by +0 marks (+0.0%) over 1 attempts."
S100,Ayesha Saini,"📘 Feedback Report for Ayesha Saini (S100):

In *C101 - Python Basics*, you are doing reasonably well (latest score 59), but there is room to improve. You improved by -10 marks (-10.0%) over 3 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 45). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 79), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 25). We recommend practicing more on topics: sql,normalization. You improved by -9 marks (-9.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 22). We recommend practicing more on topics: tcp,ip,routing. You improved by +0 marks (+0.0%) over 1 attempts."
S101,Nitara Kale,"📘 Feedback Report for Nitara Kale (S101):

In *C101 - Python Basics*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by -4 marks (-4.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 35). We recommend practicing more on topics: numpy,pandas. You improved by -2 marks (-2.0%) over 3 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 41). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 85). Great job! You improved by +9 marks (+9.0%) over 2 attempts."
S102,Renee Bumb,"📘 Feedback Report for Renee Bumb (S102):

In *C101 - Python Basics*, you have consistently performed well (latest score 96). Great job! You improved by +13 marks (+13.0%) over 2 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 100). Great job! You improved by +0 marks (+0.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 94). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 100). Great job! You improved by +6 marks (+6.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by +20 marks (+20.0%) over 2 attempts."
S103,Trisha Shere,"📘 Feedback Report for Trisha Shere (S103):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 23). We recommend practicing more on topics: numpy,pandas. You improved by -10 marks (-10.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 23). We recommend practicing more on topics: regression,classification. You improved by -11 marks (-11.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 20). We recommend practicing more on topics: sql,normalization. You improved by -16 marks (-16.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by -11 marks (-11.0%) over 3 attempts."
S104,Saira Tailor,"📘 Feedback Report for Saira Tailor (S104):

In *C101 - Python Basics*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by +13 marks (+13.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 47). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 81). Great job! You improved by -18 marks (-18.0%) over 3 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by +7 marks (+7.0%) over 3 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 94). Great job! You improved by +15 marks (+15.0%) over 2 attempts."
S105,Ayesha Vaidya,"📘 Feedback Report for Ayesha Vaidya (S105):

In *C101 - Python Basics*, your performance needs attention (latest score 26). We recommend practicing more on topics: syntax,loops. You improved by -8 marks (-8.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 37). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 26). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by -15 marks (-15.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 67), but there is room to improve. You improved by -1 marks (-1.0%) over 2 attempts."
S106,Madhav Rastogi,"📘 Feedback Report for Madhav Rastogi (S106):

In *C101 - Python Basics*, you have consistently performed well (latest score 95). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 70), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 49). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 72), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 58), but there is room to improve. You improved by +7 marks (+7.0%) over 2 attempts."
S107,Taimur Chand,"📘 Feedback Report for Taimur Chand (S107):

In *C101 - Python Basics*, your performance needs attention (latest score 40). We recommend practicing more on topics: syntax,loops. You improved by -18 marks (-18.0%) over 2 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by +5 marks (+5.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 42). We recommend practicing more on topics: regression,classification. You improved by +12 marks (+12.0%) over 3 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 88). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 46). We recommend practicing more on topics: tcp,ip,routing. You improved by +7 marks (+7.0%) over 3 attempts."
S108,Rohan Butala,"📘 Feedback Report for Rohan Butala (S108):

In *C101 - Python Basics*, you are doing reasonably well (latest score 60), but there is room to improve. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 80). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 81). Great job! You improved by +4 marks (+4.0%) over 2 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 63), but there is room to improve. You improved by -18 marks (-18.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 49). We recommend practicing more on topics: tcp,ip,routing. You improved by -4 marks (-4.0%) over 3 attempts."
S109,Yuvaan Sinha,"📘 Feedback Report for Yuvaan Sinha (S109):

In *C101 - Python Basics*, you are doing reasonably well (latest score 61), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 36). We recommend practicing more on topics: regression,classification. You improved by -6 marks (-6.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 26). We recommend practicing more on topics: sql,normalization. You improved by -5 marks (-5.0%) over 2 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 87). Great job! You improved by -3 marks (-3.0%) over 3 attempts."
S110,Tejas Sampath,"📘 Feedback Report for Tejas Sampath (S110):

In *C101 - Python Basics*, your performance needs attention (latest score 39). We recommend practicing more on topics: syntax,loops. You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 77), but there is room to improve. You improved by -5 marks (-5.0%) over 2 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 20). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 47). We recommend practicing more on topics: sql,normalization. You improved by +11 marks (+11.0%) over 3 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 89). Great job! You improved by -11 marks (-11.0%) over 3 attempts."
S111,Nitara Bera,"📘 Feedback Report for Nitara Bera (S111):

In *C101 - Python Basics*, you have consistently performed well (latest score 99). Great job! You improved by +7 marks (+7.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 21). We recommend practicing more on topics: numpy,pandas. You improved by -27 marks (-27.0%) over 3 attempts.
In *C103 - Machine Learning*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 84). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you have consistently performed well (latest score 94). Great job! You improved by +5 marks (+5.0%) over 3 attempts."
S112,Krish Bansal,"📘 Feedback Report for Krish Bansal (S112):

In *C101 - Python Basics*, you are doing reasonably well (latest score 55), but there is room to improve. You improved by -7 marks (-7.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 73), but there is room to improve. You improved by -8 marks (-8.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 38). We recommend practicing more on topics: sql,normalization. You improved by +6 marks (+6.0%) over 2 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 45). We recommend practicing more on topics: tcp,ip,routing. You improved by +1 marks (+1.0%) over 2 attempts."
S113,Baiju Din,"📘 Feedback Report for Baiju Din (S113):

In *C101 - Python Basics*, you have consistently performed well (latest score 94). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 37). We recommend practicing more on topics: numpy,pandas. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 25). We recommend practicing more on topics: regression,classification. You improved by -8 marks (-8.0%) over 3 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 43). We recommend practicing more on topics: sql,normalization. You improved by -3 marks (-3.0%) over 3 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts."
S114,Neysa Singh,"📘 Feedback Report for Neysa Singh (S114):

In *C101 - Python Basics*, you have consistently performed well (latest score 82). Great job! You improved by +8 marks (+8.0%) over 2 attempts.
In *C102 - Data Science*, you have consistently performed well (latest score 100). Great job! You improved by +10 marks (+10.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 56), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C104 - Database Systems*, your performance needs attention (latest score 38). We recommend practicing more on topics: sql,normalization. You improved by +5 marks (+5.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 50), but there is room to improve. You improved by +0 marks (+0.0%) over 2 attempts."
S115,Suhana Dugar,"📘 Feedback Report for Suhana Dugar (S115):

In *C101 - Python Basics*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +4 marks (+4.0%) over 2 attempts.
In *C102 - Data Science*, your performance needs attention (latest score 46). We recommend practicing more on topics: numpy,pandas. You improved by +9 marks (+9.0%) over 3 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 68), but there is room to improve. You improved by -17 marks (-17.0%) over 2 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 86). Great job! You improved by +0 marks (+0.0%) over 1 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +11 marks (+11.0%) over 3 attempts."
S116,Vidur Dada,"📘 Feedback Report for Vidur Dada (S116):

In *C101 - Python Basics*, you are doing reasonably well (latest score 69), but there is room to improve. You improved by -14 marks (-14.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 51), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C103 - Machine Learning*, your performance needs attention (latest score 45). We recommend practicing more on topics: regression,classification. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you have consistently performed well (latest score 85). Great job! You improved by +7 marks (+7.0%) over 3 attempts.
In *C105 - Computer Networks*, your performance needs attention (latest score 22). We recommend practicing more on topics: tcp,ip,routing. You improved by -2 marks (-2.0%) over 2 attempts."
S117,Stuvan Dasgupta,"📘 Feedback Report for Stuvan Dasgupta (S117):

In *C101 - Python Basics*, you are doing reasonably well (latest score 50), but there is room to improve. You improved by +3 marks (+3.0%) over 3 attempts.
In *C102 - Data Science*, you are doing reasonably well (latest score 54), but there is room to improve. You improved by +3 marks (+3.0%) over 2 attempts.
In *C103 - Machine Learning*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by +0 marks (+0.0%) over 1 attempts.
In *C104 - Database Systems*, you are doing reasonably well (latest score 52), but there is room to improve. You improved by -4 marks (-4.0%) over 2 attempts.
In *C105 - Computer Networks*, you are doing reasonably well (latest score 62), but there is room to improve. You improved by +11 marks (+11.0%) over 2 attempts."
